htid,title,org
ien.35556035744044,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
ien.35556035744044,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
ien.35556030855258,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
ien.35556030855266,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
ien.35556035954965,CORE; equal opportunity employment journal ,Congress of Racial Equality 
ien.35556037946118,S.C.L.C ,Southern Christian Leadership Conference 
ien.35556030855266,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
ien.35556037946118,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
inu.30000050560998,Know your township a look at local government ,"League of Women Voters of Columbus, Indiana "
ien.35556037946118,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
inu.30000057301446,"Unigov handbook a book of factual information about Indianapolis, Indiana ",League of Women Voters of Indianapolis 
ien.35556031552870,Who represents me? Suburban Cook County ,"League of Women Voters of Cook County (Cook County, Ill.) "
inu.30000096193143,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000097699833,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
inu.30000100556848,Directory of local government officials ,"League of Women Voters of Bloomington, Indiana "
inu.30000001904139,"Here is your local government the City of Bloomington and Monroe County, Indiana : handbook ",League of Women Voters of Bloomington-Monroe County 
inu.30000100556848,"Elected and appointed city, county, and township officials and commissions as of ",League of Women Voters (U.S.) Education Fund. 
inu.30000001904139,"The City of Bloomington and Monroe County, Indiana ",League of Women Voters of Bloomington-Monroe County 
inu.30000004390302,"The State we're in Washington, a citizen's guide to Washington State government ",League of Women Voters of Washington 
inu.30000100556848,"Elected and appointed city, town, county, township, and school officials and commissions as of ... 1966- ",League of Women Voters of Bloomington-Monroe County 
inu.30000028684193,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000036818999,Lake Monroe and watershed area ,League of Women Voters of Bloomington-Monroe County Local Government Committee. 
ien.35556032881500,"SCLC (Atlanta, Ga.) ",Southern Christian Leadership Conference 
inu.30000036831125,"Unigov handbook a book of factual information about Indianapolis, Indiana ",League of Women Voters of Indianapolis 
inu.30000100556848,Governmental officials 1974 ,League of Women Voters of Bloomington-Monroe County 
ien.35556032881500,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
inu.30000041569686,Annual report <1919-> ,Consumers' League of New York City 
inu.30000041569686,Work of the Consumers' League of the City of New York ,Consumers' League of New York City 
inu.30000100556848,Officialist now <1970>-1972 ,League of Women Voters of Bloomington-Monroe County 
inu.30000046158881,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000108518881,Four lights an adventure in internationalism ,Woman's Peace Party 
inu.30000047757525,"Report of the general secretary treasurer, I.W.W. second annual convention, held at Chicago, Illinois, Sept. 1906 ",Industrial Workers of the World 
inu.30000111342337,"From study to action, state program ",League of Women Voters of Indiana 
ien.35556035743939,SCLC the Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
inu.30000050063118,"City, town, county, township & school officials <1968-> ","League of Women Voters of Bloomington, Indiana "
inu.30000050063118,Directory of local government officials ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063118,Directory of local government officials ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,"Elected and appointed city, county, and township officials and commissions as of ","League of Women Voters of Bloomington, Indiana "
inu.30000050063118,"Elected and appointed city, town, county, township, and school officials and commissions as of ... 1966- ","League of Women Voters of Bloomington, Indiana "
inu.30000050063118,Governmental officials 1974 ,League of Women Voters (U.S.) Education Fund. 
inu.30000111342337,State program ,League of Women Voters of Indiana 
inu.30000050063118,Governmental officials 1974 ,League of Women Voters of Bloomington-Monroe County 
inu.30000120951540,Lessons from the 1992 election ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063118,Governmental officials directory 1976 ,League of Women Voters (U.S.) Education Fund. 
inu.30000120951565,Wired for democracy using emerging technology to educate voters ,League of Women Voters (U.S.) Education Fund. 
inu.30000123237285,Discover E.R.A equal rights & equal responsibilities ,League of Women Voters of Indiana 
ien.35556035743947,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
inu.30000125597678,Annual Convention of the Indiana League of Women Voters [proceedings] ,League of Women Voters of Indiana Convention 
inu.32000002995795,The Loch Ness story ,"Witchell, Nicholas. "
ien.35556035743947,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
inu.32000013007465,"Know your town Columbus, Indiana ","League of Women Voters of Columbus, Indiana "
inu.30000050063118,Governmental officials directory 1976 ,League of Women Voters of Bloomington-Monroe County 
inu.39000003705360,Know your county government a guide for Harris County citizens ,League of Women Voters of Houston 
ien.35556035744044,Southern Christian Leadership Conference ,Southern Christian Leadership Conference 
mdp.39015000698152,Proceedings of the ... convention of the Industrial Workers of the World ,Industrial Workers of the World 
inu.30000050063118,Governmental officials list 1973 ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063118,Officialist now <1970>-1972 ,"League of Women Voters of Bloomington, Indiana "
inu.30000050063159,"City, town, county, township & school officials <1968-> ",League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,"City, town, county, township & school officials <1968-> ",League of Women Voters of Bloomington-Monroe County 
inu.30000050063159,Directory of local government officials ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063159,"Elected and appointed city, county, and township officials and commissions as of ","League of Women Voters of Bloomington, Indiana "
mdp.39015004883511,Taiwan and American policy the dilemma in U.S.-China relations ,League of Women Voters (U.S.) Education Fund. 
mdp.39015005312957,WISP memo ,Women Strike for Peace 
inu.30000050063159,"Elected and appointed city, town, county, township, and school officials and commissions as of ... 1966- ","League of Women Voters of Bloomington, Indiana "
mdp.39015005312957,WSP memo ,Women Strike for Peace 
inu.30000050063159,Governmental officials 1974 ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063159,Governmental officials directory 1976 ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,Governmental officials list 1973 ,League of Women Voters (U.S.) Education Fund. 
mdp.39015005312965,Memo ,Women Strike for Peace 
mdp.39015013340198,Presidential debates 1988 and beyond ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,Officialist now <1970>-1972 ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063159,Officialist now <1970>-1972 ,"League of Women Voters of Bloomington, Indiana "
inu.30000053684795,Guess who does it! ,"League of Women Voters of Terre Haute, Indiana "
mdp.39015018830250,A Citizen's guide to Oahu's development plans ,League of Women Voters of Hawaii 
inu.30000056084902,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
mdp.39015019635906,Student voice ,Student Nonviolent Coordinating Committee (U.S.) 
inu.30000056899614,Our local government ,"League of Women Voters of Bloomington, Indiana "
mdp.39015025377899,Choosing the president--1992 ,League of Women Voters of California Education Fund. 
inu.30000071023778,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000076584345,"The City of Bloomington and Monroe County, Indiana ",League of Women Voters of Bloomington-Monroe County 
ien.35556035744044,Southern Christian Leadership Conference national magazine ,Southern Christian Leadership Conference 
mdp.39015028127085,"Labor laws of twelve southern states, June, 1934 ",National Consumers' League 
inu.30000005366319,Annual Convention of the Indiana League of Women Voters [proceedings] ,League of Women Voters of Indiana Convention 
inu.30000025520564,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,"City, town, county, township & school officials <1968-> ",League of Women Voters of Bloomington-Monroe County 
inu.30000050063118,Directory of Monroe County governmental officials 1975 ,League of Women Voters (U.S.) Education Fund. 
inu.30000050063118,"Elected and appointed city, county, and township officials and commissions as of ",League of Women Voters (U.S.) Education Fund. 
inu.30000081506440,Monroe County governmental officials list ,League of Women Voters of Bloomington-Monroe County 
inu.30000095275990,Bloomington League of Women Voters study of public welfare in Monroe County ,"League of Women Voters of Bloomington, Indiana "
inu.30000095845982,Look at local government ,League of Women Voters of Indianapolis 
inu.30000095845982,Who's in charge here? a look at local government ,League of Women Voters of Indianapolis 
inu.30000100556848,"City, town, county, township & school officials <1968-> ",League of Women Voters of Bloomington-Monroe County 
